City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
55,Yumen,40.28,97.2,67.41,25,3,15.19,CN,2020-09-06 15:57:02
56,Hilo,19.73,-155.09,73.4,73,90,2.08,US,2020-09-06 15:55:28
57,Linjiang,41.81,126.91,61.57,77,100,2.24,CN,2020-09-06 15:57:02
58,Mahajanga,-15.72,46.32,77.0,69,20,6.93,MG,2020-09-06 15:57:02
59,Metro,-5.11,105.31,75.92,87,98,4.68,ID,2020-09-06 15:57:02
60,Leningradskiy,69.38,178.42,35.33,86,6,7.05,RU,2020-09-06 15:56:32
61,Severo-Kurilsk,50.68,156.12,54.23,92,100,4.7,RU,2020-09-06 15:56:14
62,Calamar,10.25,-74.91,93.2,67,20,4.7,CO,2020-09-06 15:57:03
63,Urengoy,65.97,78.37,48.99,94,100,6.42,RU,2020-09-06 15:57:03
64,Mackenzie,55.3,-123.17,51.8,93,90,1.95,CA,2020-09-06 15:57:03
65,Faanui,-16.48,-151.75,77.56,77,69,8.21,PF,2020-09-06 15:57:03
66,Narsaq,60.92,-46.05,46.4,87,75,3.36,GL,2020-09-06 15:55:45
67,Sitka,57.05,-135.33,48.2,87,40,2.64,US,2020-09-06 15:57:04
68,Savelugu,9.62,-0.83,79.38,82,92,6.73,GH,2020-09-06 15:57:04
69,Torbay,47.67,-52.73,71.01,37,40,6.93,CA,2020-09-06 15:56:03
70,Vardo,70.37,31.11,55.4,76,48,11.41,NO,2020-09-06 15:56:29
71,Shahr-E Babak,30.12,55.12,73.27,18,2,14.25,IR,2020-09-06 15:57:04
72,Iqaluit,63.75,-68.51,48.2,57,75,10.29,CA,2020-09-06 15:57:05
73,Yellowknife,62.46,-114.35,43.0,75,75,6.93,CA,2020-09-06 15:54:36
74,Mataura,-46.19,168.86,45.0,72,87,11.01,NZ,2020-09-06 15:54:35
75,East London,-33.02,27.91,59.0,93,40,3.36,ZA,2020-09-06 15:54:34
76,Puerto Ayora,-0.74,-90.35,71.6,68,40,13.87,EC,2020-09-06 15:55:40
77,Khasan,42.43,130.64,64.31,81,98,3.27,RU,2020-09-06 15:57:05
78,Mar Del Plata,-38.0,-57.56,48.2,66,75,6.93,AR,2020-09-06 15:53:17
79,Tolaga Bay,-38.37,178.3,57.81,71,100,11.3,NZ,2020-09-06 15:57:06
80,Vao,-22.67,167.48,70.7,77,100,15.77,NC,2020-09-06 15:57:06
81,Fortuna,40.6,-124.16,62.6,72,75,11.41,US,2020-09-06 15:54:25
82,Bestobe,52.5,73.1,50.04,57,84,10.31,KZ,2020-09-06 15:57:07
83,Matara,5.95,80.54,76.78,81,100,18.19,LK,2020-09-06 15:57:00
84,Bengkulu,-3.8,102.27,77.07,88,90,5.39,ID,2020-09-06 15:55:47
85,Kamaishi,39.27,141.88,74.53,89,18,6.4,JP,2020-09-06 15:57:07
86,Ode,7.79,5.71,77.65,84,64,3.85,NG,2020-09-06 15:57:07
87,Mahebourg,-20.41,57.7,71.6,73,40,8.05,MU,2020-09-06 15:56:07
88,Ponta Do Sol,32.67,-17.1,77.0,69,20,6.93,PT,2020-09-06 15:55:46
89,Tarko-Sale,64.92,77.78,48.0,94,100,6.78,RU,2020-09-06 15:57:08
90,Khash,28.22,61.22,76.14,17,0,12.91,IR,2020-09-06 15:57:08
91,Ilulissat,69.22,-51.1,35.6,93,98,6.93,GL,2020-09-06 15:56:47
92,Kijang,35.24,129.21,71.6,78,90,29.97,KR,2020-09-06 15:57:08
93,Catuday,16.29,119.81,80.94,81,100,4.94,PH,2020-09-06 15:57:09
94,Turukhansk,65.82,87.98,45.0,87,100,5.82,RU,2020-09-06 15:55:59
95,Druzhba,52.04,33.95,69.03,51,14,3.89,UA,2020-09-06 15:57:09
96,Bambous Virieux,-20.34,57.76,73.0,73,40,8.05,MU,2020-09-06 15:55:59
97,Behshahr,36.69,53.55,77.86,61,0,0.94,IR,2020-09-06 15:57:09
98,Bosaso,11.28,49.18,88.0,61,35,3.96,SO,2020-09-06 15:57:10
99,Lorengau,-2.02,147.27,81.75,81,8,10.74,PG,2020-09-06 15:56:12
100,Loa Janan,-0.58,117.09,74.62,97,88,1.92,ID,2020-09-06 15:57:10
101,Biltine,14.53,20.92,79.68,68,76,6.08,TD,2020-09-06 15:57:10
102,Ahipara,-35.17,173.17,56.01,90,90,9.78,NZ,2020-09-06 15:57:10
103,Samarai,-10.62,150.67,78.12,88,99,15.97,PG,2020-09-06 15:57:11
104,Ballina,-28.87,153.57,62.6,72,40,6.93,AU,2020-09-06 15:57:11
105,Snasa,64.25,12.38,55.4,76,75,6.93,NO,2020-09-06 15:57:11
106,Axim,4.87,-2.24,78.31,74,42,11.05,GH,2020-09-06 15:55:44
107,Alta Floresta,-9.88,-56.09,107.29,11,9,4.25,BR,2020-09-06 15:55:45
108,Guerrero Negro,27.98,-114.06,87.17,46,0,5.12,MX,2020-09-06 15:55:28
109,Songjianghe,42.19,127.48,57.29,86,100,1.77,CN,2020-09-06 15:57:12
110,Tuktoyaktuk,69.45,-133.04,37.4,74,90,4.7,CA,2020-09-06 15:54:26
111,Eenhana,-17.47,16.33,95.0,11,0,6.93,NA,2020-09-06 15:57:12
112,Port Elizabeth,-33.92,25.57,61.0,80,74,5.99,ZA,2020-09-06 15:54:29
113,Tuy Hoa,13.08,109.3,80.67,82,61,5.41,VN,2020-09-06 15:57:12
114,Usinsk,65.99,57.53,54.81,92,80,12.33,RU,2020-09-06 15:57:12
115,Crateus,-5.18,-40.68,94.84,24,4,8.37,BR,2020-09-06 15:57:13
116,Wukari,7.85,9.78,81.19,81,88,5.32,NG,2020-09-06 15:57:13
117,Moose Factory,51.26,-80.61,55.4,71,1,11.41,CA,2020-09-06 15:57:13
118,Sumbe,-11.21,13.84,72.77,80,1,5.97,AO,2020-09-06 15:57:13
119,Langsa,4.47,97.97,75.61,90,86,1.39,ID,2020-09-06 15:57:13
120,Taoudenni,22.68,-3.98,105.42,12,36,7.16,ML,2020-09-06 15:56:09
121,Lumeje,-11.55,20.78,86.5,13,4,5.01,AO,2020-09-06 15:57:14
122,Aleksandrov Gay,50.15,48.57,70.2,24,85,8.61,RU,2020-09-06 15:57:14
123,Ndende,-2.4,11.36,83.73,54,50,4.88,GA,2020-09-06 15:57:14
124,Saint-Pierre,-21.34,55.48,69.8,83,45,5.82,RE,2020-09-06 15:57:14
125,Cabo San Lucas,22.89,-109.91,82.99,88,75,4.7,MX,2020-09-06 15:52:41
126,Dunedin,-45.87,170.5,48.0,73,8,5.01,NZ,2020-09-06 15:56:45
127,Marstal,54.86,10.52,62.6,63,40,9.17,DK,2020-09-06 15:57:15
128,Honningsvag,70.98,25.97,51.8,81,75,21.92,NO,2020-09-06 15:55:44
129,Kapaa,22.08,-159.32,78.8,74,75,13.87,US,2020-09-06 15:57:15
130,Mumford,5.26,-0.76,76.59,80,92,13.38,GH,2020-09-06 15:57:15
131,Thompson,55.74,-97.86,41.0,93,90,12.75,CA,2020-09-06 15:54:28
132,Nantucket,41.28,-70.1,71.6,78,1,12.75,US,2020-09-06 15:53:07
133,Avarua,-21.21,-159.78,69.8,64,61,6.93,CK,2020-09-06 15:54:28
134,Pangai,-19.8,-174.35,73.22,64,100,21.94,TO,2020-09-06 15:57:16
135,Diu,20.71,70.98,82.18,85,100,7.96,IN,2020-09-06 15:57:16
136,Ahuimanu,21.44,-157.84,78.8,69,75,12.75,US,2020-09-06 15:57:16
137,Erzin,36.96,36.2,84.0,80,0,3.0,TR,2020-09-06 15:57:17
138,Vanavara,60.34,102.28,44.47,82,38,2.08,RU,2020-09-06 15:57:17
139,Omsukchan,62.53,155.8,39.85,88,100,8.32,RU,2020-09-06 15:57:17
140,Kahului,20.89,-156.47,75.2,78,20,8.05,US,2020-09-06 15:55:48
141,The Valley,18.22,-63.06,84.2,70,40,13.87,AI,2020-09-06 15:54:21
142,Yate,51.54,-2.42,66.99,88,60,5.41,GB,2020-09-06 15:57:17
143,Buala,-8.14,159.59,80.19,81,35,6.42,SB,2020-09-06 15:57:18
144,Mitsamiouli,-11.38,43.28,76.15,71,4,5.55,KM,2020-09-06 15:55:59
145,Surt,31.21,16.59,81.43,67,0,18.01,LY,2020-09-06 15:57:18
146,Ribeira Grande,38.52,-28.7,73.4,53,40,19.46,PT,2020-09-06 15:55:49
147,Redlands,34.06,-117.18,96.01,26,5,0.27,US,2020-09-06 15:57:02
148,Tabas,33.6,56.92,93.2,14,0,4.7,IR,2020-09-06 15:57:18
149,Kasempa,-13.46,25.83,73.74,20,0,5.66,ZM,2020-09-06 15:57:19
150,Anantapur,14.68,77.6,86.34,59,12,10.0,IN,2020-09-06 15:57:19
151,Valleyview,55.07,-117.29,48.94,74,100,4.74,CA,2020-09-06 15:57:19
152,Pevek,69.7,170.31,38.73,77,0,16.51,RU,2020-09-06 15:55:35
153,Puerto Escondido,15.85,-97.07,78.8,78,90,3.31,MX,2020-09-06 15:57:20
154,Atuona,-9.8,-139.03,78.49,75,8,21.63,PF,2020-09-06 15:55:32
155,Ollioules,43.14,5.85,84.99,56,0,10.0,FR,2020-09-06 15:57:20
156,Tiksi,71.69,128.87,42.55,90,100,6.6,RU,2020-09-06 15:55:56
157,Coquimbo,-29.95,-71.34,57.2,76,70,11.41,CL,2020-09-06 15:57:20
158,Marienburg,54.04,19.03,62.01,100,20,7.36,PL,2020-09-06 15:57:20
159,Airai,-8.93,125.41,56.3,51,21,2.8,TL,2020-09-06 15:55:33
160,Margate,51.38,1.39,64.99,79,37,1.99,GB,2020-09-06 15:52:38
161,Marsa Matruh,31.35,27.25,82.4,58,0,11.41,EG,2020-09-06 15:57:21
162,Katangli,51.71,143.23,56.3,91,19,7.02,RU,2020-09-06 15:57:21
163,Lebu,-37.62,-73.65,53.62,69,0,11.68,CL,2020-09-06 15:57:21
164,Arraial Do Cabo,-22.97,-42.03,84.2,69,98,16.11,BR,2020-09-06 15:55:55
165,Aban,56.67,96.06,47.8,77,78,7.99,RU,2020-09-06 15:57:22
166,Cocachacra,-17.09,-71.76,65.25,60,44,7.76,PE,2020-09-06 15:57:22
167,Kodiak,57.79,-152.41,53.6,93,90,21.92,US,2020-09-06 15:52:24
168,Ust-Tsilma,65.44,52.15,59.04,78,69,5.14,RU,2020-09-06 15:57:22
169,Vilhena,-12.74,-60.15,91.4,26,2,9.17,BR,2020-09-06 15:55:17
170,Itarema,-2.92,-39.92,87.69,45,0,17.02,BR,2020-09-06 15:56:06
171,Jonkoping,57.78,14.16,57.2,71,98,14.99,SE,2020-09-06 15:57:22
172,Sukumo,32.93,132.73,78.82,87,98,27.54,JP,2020-09-06 15:57:23
173,Sur,22.57,59.53,84.49,64,0,13.13,OM,2020-09-06 15:56:11
174,Ndele,8.41,20.65,73.72,94,74,4.52,CF,2020-09-06 15:57:23
175,Omboue,-1.57,9.26,77.16,71,20,10.29,GA,2020-09-06 15:57:23
176,Tubajon,10.33,125.56,81.88,80,86,4.61,PH,2020-09-06 15:57:23
177,Sambava,-14.27,50.17,72.36,70,2,16.37,MG,2020-09-06 15:57:24
178,Russell,32.35,-85.2,82.0,57,1,3.36,US,2020-09-06 15:57:24
179,Oranjestad,12.52,-70.03,89.6,62,20,17.22,AW,2020-09-06 15:57:24
180,Dhidhdhoo,6.88,73.1,82.83,75,94,23.35,MV,2020-09-06 15:57:24
181,Palaia Fokaia,37.72,23.95,87.01,28,0,16.11,GR,2020-09-06 15:57:24
182,Morehead,37.27,-87.18,80.6,47,1,4.7,US,2020-09-06 15:57:25
183,Bethel,41.37,-73.41,75.0,56,40,6.58,US,2020-09-06 15:56:21
184,Vila Franca Do Campo,37.72,-25.43,71.6,64,75,18.34,PT,2020-09-06 15:56:27
185,Hobyo,5.35,48.53,76.77,77,65,25.17,SO,2020-09-06 15:56:43
186,San Quintin,30.48,-115.95,90.5,30,0,4.14,MX,2020-09-06 15:57:25
187,Uribia,11.71,-72.27,92.44,52,18,14.2,CO,2020-09-06 15:57:25
188,Zlatograd,41.38,25.1,81.0,48,0,3.0,BG,2020-09-06 15:57:26
189,Hobart,-42.88,147.33,50.0,76,100,5.82,AU,2020-09-06 15:50:27
190,Tasiilaq,65.61,-37.64,37.4,93,100,8.05,GL,2020-09-06 15:54:28
191,Longyearbyen,78.22,15.64,42.8,87,75,6.93,SJ,2020-09-06 15:56:35
192,Mvangue,2.97,11.52,72.57,92,63,5.21,CM,2020-09-06 15:57:26
193,Abu Zabad,12.35,29.25,86.79,53,84,7.61,SD,2020-09-06 15:57:26
194,Dikson,73.51,80.55,42.19,80,59,17.36,RU,2020-09-06 15:56:08
195,Pudozh,61.81,36.53,58.95,98,100,6.46,RU,2020-09-06 15:57:27
196,Kruisfontein,-34.0,24.73,61.0,80,25,5.01,ZA,2020-09-06 15:56:02
197,Smithers,54.78,-127.17,51.8,100,90,2.24,CA,2020-09-06 15:55:14
198,Atambua,-9.11,124.89,67.96,85,37,4.88,ID,2020-09-06 15:57:27
199,Saint George,37.1,-113.58,82.0,14,1,3.36,US,2020-09-06 15:52:45
200,Bonavista,48.65,-53.11,61.52,62,36,3.2,CA,2020-09-06 15:57:06
201,Mehamn,71.04,27.85,55.4,76,75,13.87,NO,2020-09-06 15:55:39
202,Qaqortoq,60.72,-46.03,46.4,87,75,3.36,GL,2020-09-06 15:57:28
203,Yerbogachen,61.28,108.01,52.59,94,100,7.43,RU,2020-09-06 15:57:28
204,Mayo,38.89,-76.51,81.0,54,1,4.7,US,2020-09-06 15:57:29
205,Namibe,-15.2,12.15,68.09,84,74,8.19,AO,2020-09-06 15:56:02
206,Sabang,5.89,95.32,82.87,76,99,18.25,ID,2020-09-06 15:56:31
207,Concordia,-31.39,-58.02,62.6,63,75,16.11,AR,2020-09-06 15:57:29
208,Vestmanna,62.16,-7.17,48.2,76,99,13.87,FO,2020-09-06 15:57:29
209,Clyde River,70.47,-68.59,41.0,56,40,24.16,CA,2020-09-06 15:55:28
210,Plouzane,48.38,-4.62,66.2,72,75,10.29,FR,2020-09-06 15:57:30
211,Luba,3.46,8.55,77.0,100,75,9.17,GQ,2020-09-06 15:57:30
212,Northam,51.03,-4.22,62.01,80,86,8.01,GB,2020-09-06 15:57:30
213,Alihe,50.57,123.72,52.05,91,0,2.62,CN,2020-09-06 15:57:30
214,Lagoa,39.05,-27.98,68.16,76,81,22.55,PT,2020-09-06 15:54:37
215,Labuhan,-6.88,112.21,79.34,77,89,5.86,ID,2020-09-06 15:57:31
216,Chapais,49.78,-74.85,53.6,76,90,8.05,CA,2020-09-06 15:56:13
217,Mandera,3.94,41.87,85.3,43,81,13.31,KE,2020-09-06 15:57:31
218,Huaicheng,23.91,112.19,77.68,89,77,1.1,CN,2020-09-06 15:57:31
219,Bathsheba,13.22,-59.52,87.8,66,40,13.87,BB,2020-09-06 15:56:03
220,Fort Nelson,58.81,-122.7,41.0,100,90,3.36,CA,2020-09-06 15:56:30
221,Beloha,-25.17,45.05,64.92,67,0,16.93,MG,2020-09-06 15:57:32
222,Makat,47.65,53.35,73.76,20,88,8.84,KZ,2020-09-06 15:57:32
223,Shiyan,32.65,110.78,72.37,61,0,2.19,CN,2020-09-06 15:56:02
224,Khatanga,71.97,102.5,40.46,75,0,4.72,RU,2020-09-06 15:55:51
225,Souillac,-20.52,57.52,71.6,73,40,8.05,MU,2020-09-06 15:55:35
226,Tuatapere,-46.13,167.68,45.0,72,23,11.01,NZ,2020-09-06 15:57:33
227,Teresina,-5.09,-42.8,93.2,28,1,5.82,BR,2020-09-06 15:57:33
228,General Roca,-39.03,-67.58,51.8,62,0,2.24,AR,2020-09-06 15:57:33
229,Asfi,32.3,-9.24,77.25,63,15,11.32,MA,2020-09-06 15:52:48
230,Bafia,4.75,11.23,75.61,88,100,5.12,CM,2020-09-06 15:57:33
231,Comodoro Rivadavia,-45.87,-67.5,59.0,47,10,8.05,AR,2020-09-06 15:57:34
232,San Carlos De Bariloche,-41.15,-71.31,46.4,49,0,3.33,AR,2020-09-06 15:57:34
233,Rawah,34.48,41.91,95.34,10,0,6.22,IQ,2020-09-06 15:57:34
234,Husavik,66.04,-17.34,53.6,76,75,19.46,IS,2020-09-06 15:56:01
235,Deputatskiy,69.3,139.9,40.46,93,100,3.78,RU,2020-09-06 15:56:03
236,Sao Joao Da Barra,-21.64,-41.05,86.0,37,0,11.41,BR,2020-09-06 15:56:28
237,Saint-Francois,46.42,3.91,68.0,42,81,12.75,FR,2020-09-06 15:57:35
238,Alcains,39.92,-7.46,97.0,19,0,3.0,PT,2020-09-06 15:57:35
239,Tual,-5.67,132.75,79.59,82,39,21.79,ID,2020-09-06 15:57:35
240,Praia Da Vitoria,38.73,-27.07,72.0,68,75,22.39,PT,2020-09-06 15:56:33
241,Mecca,21.43,39.83,94.44,41,2,3.38,SA,2020-09-06 15:57:36
242,Port Hedland,-20.32,118.57,69.8,94,12,5.82,AU,2020-09-06 15:57:36
243,Soyo,-6.13,12.37,77.0,83,75,8.05,AO,2020-09-06 15:56:55
244,Igarka,67.47,86.58,49.93,94,100,10.27,RU,2020-09-06 15:57:36
245,Nikolskoye,59.7,30.79,61.0,77,75,6.71,RU,2020-09-06 15:55:46
246,Vyshkov,52.48,31.69,75.2,57,100,4.47,RU,2020-09-06 15:57:37
247,Aksarka,66.56,67.8,46.47,61,0,2.77,RU,2020-09-06 15:57:37
248,Beyneu,45.32,55.2,68.54,34,100,20.15,KZ,2020-09-06 15:57:37
249,Colares,38.8,-9.45,91.4,35,0,8.05,PT,2020-09-06 15:57:37
250,Aklavik,68.22,-135.01,39.2,80,75,4.7,CA,2020-09-06 15:55:39
251,Celestun,20.87,-90.4,86.72,58,97,4.74,MX,2020-09-06 15:57:38
252,Axapusco,19.73,-98.75,62.6,72,90,6.93,MX,2020-09-06 15:57:38
253,Faro,37.02,-7.93,78.8,61,0,9.17,PT,2020-09-06 15:55:19
254,Baykit,61.67,96.37,44.06,77,3,1.88,RU,2020-09-06 15:56:15
255,Sao Filipe,14.9,-24.5,78.39,79,77,10.71,CV,2020-09-06 15:55:46
256,Ca Mau,9.18,105.15,79.7,85,90,3.62,VN,2020-09-06 15:57:38
257,Tselinnoye,53.08,85.67,49.26,69,99,6.62,RU,2020-09-06 15:57:39
258,Petropavlovsk-Kamchatskiy,53.05,158.65,51.8,100,75,2.24,RU,2020-09-06 15:57:39
259,Basco,20.45,121.97,83.25,68,58,5.75,PH,2020-09-06 15:57:39
260,Manga,11.66,-1.07,80.24,77,98,9.26,BF,2020-09-06 15:57:39
261,Ferrol,43.48,-8.24,72.0,56,0,12.75,ES,2020-09-06 15:57:39
262,Mangrol,21.12,70.12,83.1,84,100,9.46,IN,2020-09-06 15:57:40
263,Inirida,3.87,-67.92,90.52,56,24,1.83,CO,2020-09-06 15:57:40
264,Vanimo,-2.67,141.3,78.26,84,83,6.08,PG,2020-09-06 15:56:13
265,Zaozerne,45.16,33.28,77.52,64,51,12.55,UA,2020-09-06 15:57:40
266,La Ronge,55.1,-105.28,48.2,87,75,11.41,CA,2020-09-06 15:57:40
267,Shakhtinsk,49.71,72.59,46.4,61,40,4.47,KZ,2020-09-06 15:57:40
268,Bollnas,61.35,16.39,66.99,43,0,3.6,SE,2020-09-06 15:57:41
269,Rocha,-34.48,-54.33,56.48,62,0,10.98,UY,2020-09-06 15:56:26
270,Muzhi,65.37,64.67,48.38,79,36,1.52,RU,2020-09-06 15:57:41
271,Wrzesnia,52.33,17.57,66.99,50,100,5.01,PL,2020-09-06 15:57:41
272,Lamu,-2.27,40.9,75.76,77,0,13.4,KE,2020-09-06 15:57:42
273,Cap Malheureux,-19.98,57.61,73.0,71,37,5.99,MU,2020-09-06 15:56:01
274,Black River,18.03,-77.85,86.0,74,40,16.11,JM,2020-09-06 15:57:42
275,Bahia Honda,22.9,-83.16,86.09,63,1,7.47,CU,2020-09-06 15:57:42
276,Borogontsy,62.67,131.17,43.97,95,0,5.46,RU,2020-09-06 15:57:42
277,Verkhnevilyuysk,63.45,120.32,43.41,94,57,4.05,RU,2020-09-06 15:57:43
278,Cidreira,-30.18,-50.21,60.48,98,100,15.21,BR,2020-09-06 15:55:48
279,Rajanpur,29.1,70.33,96.48,25,0,8.46,PK,2020-09-06 15:57:43
280,Haftoni,38.76,48.76,78.8,74,0,13.87,AZ,2020-09-06 15:57:44
281,Ratne,51.67,24.53,63.46,89,100,4.23,UA,2020-09-06 15:57:44
282,Manaus,-3.1,-60.02,95.0,49,20,4.7,BR,2020-09-06 15:57:44
283,Along,28.17,94.77,73.96,90,99,1.07,IN,2020-09-06 15:57:45
284,Yangambi,0.81,24.43,77.38,77,72,1.95,CD,2020-09-06 15:57:45
285,Wlodawa,51.55,23.55,60.8,100,75,3.36,PL,2020-09-06 15:57:45
286,Honiara,-9.43,159.95,75.2,94,40,7.07,SB,2020-09-06 15:55:46
287,Kyren,51.68,102.14,47.3,72,1,2.33,RU,2020-09-06 15:57:46
288,Nishihara,26.18,127.76,80.6,100,75,13.87,JP,2020-09-06 15:57:46
289,Datong,40.09,113.29,63.07,61,81,1.45,CN,2020-09-06 15:57:01
290,Half Moon Bay,37.46,-122.43,78.01,82,1,3.36,US,2020-09-06 15:57:46
291,Kavieng,-2.57,150.8,82.83,77,5,12.55,PG,2020-09-06 15:55:41
292,Sibolga,1.74,98.78,77.25,80,49,3.98,ID,2020-09-06 15:57:47
293,Yulara,-25.24,130.99,73.4,20,0,4.7,AU,2020-09-06 15:56:36
294,Havre-Saint-Pierre,50.23,-63.6,57.2,76,75,12.75,CA,2020-09-06 15:57:47
295,Kajaani,64.23,27.73,59.0,72,100,8.05,FI,2020-09-06 15:57:47
296,Grand Gaube,-20.01,57.66,73.0,71,40,5.99,MU,2020-09-06 15:57:48
297,Antofagasta,-23.65,-70.4,59.0,67,75,9.17,CL,2020-09-06 15:57:48
298,Hasaki,35.73,140.83,75.2,100,75,4.7,JP,2020-09-06 15:55:37
299,Yeniseysk,58.45,92.17,43.86,92,54,4.36,RU,2020-09-06 15:57:48
300,Tilichiki,60.47,166.1,37.45,89,23,2.66,RU,2020-09-06 15:57:49
301,San Andres,12.58,-81.7,87.8,74,40,5.82,CO,2020-09-06 15:57:49
302,Saint-Joseph,-21.37,55.62,69.8,83,31,5.82,RE,2020-09-06 15:55:34
303,Barstow,34.9,-117.02,86.0,19,1,16.11,US,2020-09-06 15:57:49
304,Port-Gentil,-0.72,8.78,80.6,69,40,10.4,GA,2020-09-06 15:56:36
305,Port Blair,11.67,92.75,82.69,80,100,13.85,IN,2020-09-06 15:57:50
306,Kavaratti,10.57,72.64,81.91,78,100,28.74,IN,2020-09-06 15:55:47
307,Llanes,43.42,-4.75,69.01,80,81,1.99,ES,2020-09-06 15:57:50
